text,polarite
"Le premier long métrage d'animation (pour adulte) et documentaire ; on comprend pourquoi il est si atypique, d'abord de par son dessin qui semble tout droit sorti d'une bande dessinée, ensuite par son sujet sur la guerre du Liban raconté à travers les souvenirs de plusieurs soldats israéliens, dont le réalisateur en personne. Ça change des productions Disney, Pixar et compagnie ; d’ailleurs ils ne sont même pas comparables, Valse avec Bachir est à part, à ne classer dans aucun genre. C'est émouvant, c'est un moment de poésie lugubre (de par ses couleurs) et beau ( par ses images ).",positif
"Comédie fort sympathique avec un très grand Fernandel. Bref,à voir en famille pour passer un agréable moment ! Je mettrai à ce fil un 15,5/20",positif
Un thriller saisissant réalisé par Wolfgang Petersen et mené par l'excellent Tom Berenger. On est tenu en haleine jusqu'au bout.,positif
Burt Lancaster est sublime dans ce western très bien filmé à Alméria.,positif
"Pas un grand film, mais un grand premier film. Incroyable couple d'acteurs qui dévore l'écran : l'occasion de découvrir Florence Loiret-Caille et (trop tard) Guillaume Depardieu. Mais surtout un regard posé sur les choses et les éléments d'une douceur rare. A découvrir!",positif
"Le Spectre maudit a un bon scénario, une réalisation correcte et des acteurs convaincant mais le gros défaut c'est qu'il faut attendre la moitié du film pour que tout cela s'enclenche car avant le problème de Le Spectre maudit c'est une absence totale d'atmosphère ce qui est très gênant pour un film qui veut jouer sur le mystère et l'inquiétude. La femme du châtelain a beau faire remarquer à son époux le climat machiavélique de leur demeure mais moi je le cherche encore. A signaler tout de même un bon final.",négatif
"Une oeuvre fantaisiste, bien plus proche de Job que de Crésus sur le plan budgétaire, mais dont l'allégresse rime pourtant avec richesse. Pier Paolo Pasolini s'essaye à la comédie burlesque avec cette Uccellacci e Uccellini, sorte de poème fauché ou d'ode à la pauvreté au sein de laquelle le nom des rues rend gloire aux laissés-pour-compte. Souvent très drôle, allant même parfois jusqu'à reprendre l'héritage comique de Charlie Chaplin ( la danse des petits pains n'est pas bien loin ), ledit film trouve une adéquation parfaite entre les moyens mis à sa disposition et sa tonalité satirique. Une nouvelle fois Pasolini pointe l'Eglise en la mettant face à ses contradictions sociales et morales - et dans un registre complètement différent, il n'y a guère que Luis Bunuel pour faire preuve d'un anticléricalisme aussi réjouissant... Uccellacci e Uccellini, l'un des films les plus méconnus de son auteur, fut également l'un de ses préférés. Une curiosité rafraîchissante, incontournable pour qui s'intéresse au poète italien. Charmant.",positif
"Le point de départ du film est le célèbre poème Le Corbeau de Edgar Allan Poe mais c'est tout car tout le reste de ce long-métrage est en fait une comédie. Rien d'hilarant mais on sourit tout le long. Un quatuor d'acteur succulent avec deux légendes du fantastique Vincent Price et Boris Karloff, Peter Lorre tordant et le jeune Jack Nicholson. Une belle surprise que cette adaptation.",positif
Original et trés drôle. C'est à voir.,positif
"L’histoire américaine du vingtième siècle traversée par un étonnant Tom Hanks, exceptionnel en simple d’esprit attachant qui, sans en prendre forcément conscience, croise les plus grandes personnalités des Etats-Unis et interfère plus ou moins sur l’Histoire de son pays. Doté d’une BO exceptionnelle, ce blockbuster intelligent a été unanimement salué par la critique et récompensé par 6 Oscar.",positif
"Surréaliste et monumental, c'est plus qu'un film, une hymne à la vie la nuit. Les déboires d'un col-blanc qui s'ennuie au travail. Telle Alice au pays des merveilles, il suit le lapin blanc à travers la nuit pour faire des rencontres hasardeuses. Linda Fiorentino est magique et envoûtante. Elle est la principale attraction du film. On rigole à chaque instant Rosanna Arquette y trouve son meilleur rôle. CULTE INCONTOURNABLE Rien que pour la belle Linda Fiorentino.",positif
"C'est un sentiment déplaisant qui m'a traversé durant tout le film et qui continuait à m'habiter à la fin de celui-ci. Jaoui n'est pas convaincante dans ce rôle de bourreau nombriliste. Viard, de son côté, est crédible en victime complexée. Pour voir un bon film sur un rapport de dominant à dominé, il vaut mieux voir ou revoir ""The servant"" de Joseph Losey.",négatif
"Enfin un film angolais à déguster. Et pas un moindre puisque celui-ci est tout bonnement remarquable. Et ce, en dépit d'une interprétation inégale de la part des comédiens... A noter la merveilleuse BOF et en particulier les quelques notes savoureuses du grand Manu Dibango... Ce long-métrage à l'histoire touchante et profonde ainsi qu'à une réalisation sans failles mérite une reconnaissance internationale!",positif
"Depuis que je me suis mis à réellement explorer le cinéma de Hong-Kong, je n'ai eu que très peu de réelle et forte déception (merci encore à Djee et Jurassic de m'avoir indiquer les bons chemins), malheureusement Miracle Fighters en est une, et pas des moindres. Sur le papier c'était plutôt intéressant, avec une histoire de vengeance mêlée à un puissant sorcier. Le problème, c'est que Yuen Woo-ping, surtout connu pour ses talents de chorégraphes, va surtout axer son oeuvre sur l'humour, et ça va en devenir totalement ridicule et non maîtrisé. Il finit par totalement lâcher son scénario pour une succession de séquences toutes plus ridicules les unes que les autres, à l'image du chifoumi ou de la mamie jouée par un homme. C'est vraiment dommage car les chorégraphies sont, en général, plutôt bonnes et bien foutues mais totalement envahie par des absurdités qui ne sont que trop rarement drôles (il y a bien une ou deux exceptions). L'oeuvre en devient ennuyante et finit par lasser, avec une histoire dont finalement on se contrefout totalement, surtout que Miracle Fighters n'est pas aidé par des comédiens aux jeux trop excessifs et grossiers. Bref, pas besoin d'insister, Miracle Fighters se révèle être une immense déception tant l'histoire, pourtant intéressante à la base, n'est jamais sublimée, alors que le film finit par tomber dans une succession de séquences ridicules et rarement drôles, dommage.",négatif
"Quand Besson rime (hélas) de plus en plus avec déception ! Un scénario minimaliste, parfois grotesque, rarement crédible... qui plaira sans doute aux ados ou à un public peu exigeant. Mais pour les autres... En dessert, on a le droit à un ersatz de 2001 l'Odyssée de l'espace... et aussi à un clin d'oeil à la fin de ""Léon"", le chef d'oeuvre de Besson à mes yeux. Mais à la différence de Kubrick, qui a réalisé des top films tout au long de sa carrière, Besson lui semble avoir perdu le fil depuis bientôt 20 ans. Comment un réalisateur, qui nous a régalé au début de sa carrière avec des bons films ou des films cultes (Subway, Nikita, le Grand Bleu, Léon), peut-il désormais continuer à nous pondre des films aussi insipides et simplistes, malgré un budget visiblement non négligeable ? Bref, Luc Besson c'est un peu l'inverse d'un grand vin, qui se bonifie avec le temps. On dirait hélas, un grand cru qui a tourné au vinaigre... Même son vieux compère Eric Serra, qui nous a régalé jadis avec des BO tout aussi cultes, semble avoir perdu la flamme. On reconnaît (avec plaisir) le style... mais l'originalité et la créativité du compositeur ont également disparu.",négatif
"Un drôle de (mauvais) film. Scénario classique (même rebattu) d'un récit post-apocalyptique : 8 femmes tentent de survivre dans un milieu hostile, rencontre un homme, puis s'en vont. Elles agissent irrationnellement. Les 30 premières minutes sont regardables, puis quand elles se mettent à tirer sur un chien, puis à le finir à coup de crosse, puis plus loin, à tirer sur une vache, puis à l'éventrer, pour quoi faire ? Cela devient très malsain, même si le cinéaste a voulu faire très réaliste, puisque les bêtes en question sont vraiment mortes. Cela ne servait à rien pour faire un si mauvais film. Une seule bonne séquence : la découverte d'une sorte de cathédrale abandonnée, le reste ne vaut pas tripette, l'atmosphère est pesante, et le scénario semble fabriqué et incohérent, même pour un film de (science)-fiction. Et c'est long, long.",négatif
"Le duo Friedberg/Seltzer remet le couvert dans leur genre de prédilection, la parodie dans ce qu'il y a de plus bêtifiant. Et comme d'habitude, le premier quart d'heure s'avère tout au plus amusant avant que la lourdeur prenne le pouvoir jusqu'au bout, impossible de rester concentré plus de 5 minutes d'affilée devant ce gentil navet qui ne se prend certes pas au sérieux mais qui finit par avoir raison de notre patience. Difficile apparemment de retrouver le niveau de ""Scary movie 1"" certainement le plus abouti dans le genre puisqu'on retrouve le même soucis sur chaque tentative de parodie, à savoir que ça ne tient pas sur la longueur, trop lourd, pas assez travaillé, bâclé alors que l'on pourrait avoir quelque chose de sympathique avec un travail d'écriture un minimum sérieux. Là, on s'ennuie, on ne rit plus après 15 minutes et seules quelques scènes, parfois très bien trouvées, parviennent à nous arracher un sourire de temps à autre. C'est dommage car les acteurs imitant ceux de la saga ""Fast and furious"" sont bien trouvés et ont pour quelques uns un certain pouvoir comique, maintenant les situations sont ridicules au possible, d'un côté c'est ce que l'on recherche mais débarrassées de tout humour un minimum fin, ça n'a aucun effet. Seule solution, et encore qui ne garantit pas de passer un bon moment, c'est de le voir entre amis avec quelques packs en stock. Seul, passez votre chemin.",négatif
"Attention, monument de la comédie américaine! Encore plus fort que Some like it hot. Stanley Ford, célibataire de principe de 37 ans, illustre auteur de bande dessinée d'espionnage, joue ses histoires en les faisant photographier avant de les dessiner par soucis d'authenticité. Alors qu'il participe à l'enterrement de la vie de garçon d'un ami (le mariage présenté comme marche funèbre!), la future femme de celui-ci renonce... l'évènement est fêté (!), l'alcool coule... Et Stanley se réveille le lendemain avec une splendide créature nue dans son lit. Problèmes : il semble l'avoir épousé, et elle ne parle pas un mot d'anglais! A partir de ce moment là, le film s'apparente à un hilarant manifeste contre le mariage, jusqu'à ce que Stanley ne supporte plus sa femme trop affective et envahissante. Il décide de la tuer, dans sa BD. Seulement après sa répétition du meurtre dans la réalité, sa femme disparaît... Peut-on faire sujet plus universel? Probablement pas, surtout que la modernité du traitement lui confère également une certaine intemporalité. Ce qui rend le film hors du commun, c'est qu'il est à la fois improbable et crédible, l'humanité des personnages se cachant sous l'apparente caricature. Les morceaux d'anthologie ne manquent pas. L'introduction (drôlissime Terry-Thomas), la séquence simulation, l'enterrement de vie de garçon, la danse de Virna Lisi (parfaite) sur le piano, la cultissime plaidoirie... Jack Lemmon se régale dans cette perle parfaitement dosée. On note même certains moments touchants, et on (les hommes en tout cas!) est partagé : si Stanley voit effectivement son mode de vie dégradé et déréglé, sa femme reste attachante, en plus d'être sensuelle et pleine de bonne volonté. Le film n'est certainement pas perçu de la même façon par les hommes et les femmes bien sûr, la plaidoirie séparant clairement les sexes, et les femmes étant ici ""vues"" comme des créatures mystérieuses et capables de magies (les scènes ou Lisi embrasse Lemmon).",positif
